h1,h2,iteration,learning_rate,ReLu_testError
6,8,5000,0.0003100,0.3939028
7,5,500,0.0000100,0.6294375
7,5,500,0.0000400,0.5666426
7,5,500,0.0000700,0.5409655
7,5,500,0.0001000,0.5316375
7,5,500,0.0001300,0.5273192
7,5,500,0.0001600,0.5249520
7,5,500,0.0001900,0.5233898
7,5,500,0.0002200,0.5222174
7,5,500,0.0002500,0.5212537
7,5,500,0.0002800,0.5204385
7,5,500,0.0003100,0.5197923
7,5,800,0.0000100,0.6145112
7,5,800,0.0000400,0.5442457
7,5,800,0.0000700,0.5295227
7,5,800,0.0001000,0.5249858
7,5,800,0.0001300,0.5227493
7,5,800,0.0001600,0.5212074
7,5,800,0.0001900,0.5199649
7,5,800,0.0002200,0.5188997
7,5,800,0.0002500,0.5179544
7,5,800,0.0002800,0.5171170
7,5,800,0.0003100,0.5164215
7,5,1000,0.0000100,0.6047095
7,5,1000,0.0000400,0.5368342
7,5,1000,0.0000700,0.5264070
7,5,1000,0.0001000,0.5230725
7,5,1000,0.0001300,0.5211184
7,5,1000,0.0001600,0.5196146
7,5,1000,0.0001900,0.5183395
7,5,1000,0.0002200,0.5172121
7,5,1000,0.0002500,0.5162227
7,5,1000,0.0002800,0.5153690
7,5,1000,0.0003100,0.5146636
7,5,1500,0.0000100,0.5829279
7,5,1500,0.0000400,0.5284332
7,5,1500,0.0000700,0.5227165
7,5,1500,0.0001000,0.5201025
7,5,1500,0.0001300,0.5181353
7,5,1500,0.0001600,0.5164754
7,5,1500,0.0001900,0.5150820
7,5,1500,0.0002200,0.5139119
7,5,1500,0.0002500,0.5129140
7,5,1500,0.0002800,0.5120468
7,5,1500,0.0003100,0.5113268
7,5,2000,0.0000100,0.5664658
7,5,2000,0.0000400,0.5250118
7,5,2000,0.0000700,0.5206108
7,5,2000,0.0001000,0.5179323
7,5,2000,0.0001300,0.5157940
7,5,2000,0.0001600,0.5140765
7,5,2000,0.0001900,0.5126682
7,5,2000,0.0002200,0.5114700
7,5,2000,0.0002500,0.5104738
7,5,2000,0.0002800,0.5096473
7,5,2000,0.0003100,0.5089666
7,5,3000,0.0000100,0.5467710
7,5,3000,0.0000400,0.5217385
7,5,3000,0.0000700,0.5175362
7,5,3000,0.0001000,0.5145695
7,5,3000,0.0001300,0.5123542
7,5,3000,0.0001600,0.5105889
7,5,3000,0.0001900,0.5091951
7,5,3000,0.0002200,0.5080790
7,5,3000,0.0002500,0.5071743
7,5,3000,0.0002800,0.5064196
7,5,3000,0.0003100,0.5057969
7,5,4000,0.0000100,0.5368004
7,5,4000,0.0000400,0.5196421
7,5,4000,0.0000700,0.5151391
7,5,4000,0.0001000,0.5121025
7,5,4000,0.0001300,0.5098539
7,5,4000,0.0001600,0.5081668
7,5,4000,0.0001900,0.5068530
7,5,4000,0.0002200,0.5057948
7,5,4000,0.0002500,0.5049386
7,5,4000,0.0002800,0.5042364
7,5,4000,0.0003100,0.5036612
7,5,5000,0.0000100,0.5315756
7,5,5000,0.0000400,0.5179261
7,5,5000,0.0000700,0.5132398
7,5,5000,0.0001000,0.5101539
7,5,5000,0.0001300,0.5079851
7,5,5000,0.0001600,0.5063635
7,5,5000,0.0001900,0.5051017
7,5,5000,0.0002200,0.5040944
7,5,5000,0.0002500,0.5032971
7,5,5000,0.0002800,0.5026581
7,5,5000,0.0003100,0.5021168
7,6,500,0.0000100,0.7724335
7,6,500,0.0000400,0.6775632
7,6,500,0.0000700,0.5224744
7,6,500,0.0001000,0.3699045
7,6,500,0.0001300,0.3688143
7,6,500,0.0001600,0.3679816
7,6,500,0.0001900,0.3673120
7,6,500,0.0002200,0.3667454
7,6,500,0.0002500,0.3662669
7,6,500,0.0002800,0.3658508
7,6,500,0.0003100,0.3654772
7,6,800,0.0000100,0.7554755
7,6,800,0.0000400,0.5609610
7,6,800,0.0000700,0.4534779
7,6,800,0.0001000,0.3680631
7,6,800,0.0001300,0.3670344
7,6,800,0.0001600,0.3662405
7,6,800,0.0001900,0.3656021
7,6,800,0.0002200,0.3650693
7,6,800,0.0002500,0.3646249
7,6,800,0.0002800,0.3642453
7,6,800,0.0003100,0.3639148
7,6,1000,0.0000100,0.7559345
7,6,1000,0.0000400,0.5157503
7,6,1000,0.0000700,0.4222470
7,6,1000,0.0001000,0.3672101
7,6,1000,0.0001300,0.3662041
7,6,1000,0.0001600,0.3654280
7,6,1000,0.0001900,0.3648149
7,6,1000,0.0002200,0.3643127
7,6,1000,0.0002500,0.3638961
7,6,1000,0.0002800,0.3635272
7,6,1000,0.0003100,0.3631930
7,6,1500,0.0000100,0.7274211
7,6,1500,0.0000400,0.4524118
7,6,1500,0.0000700,0.3560178
7,6,1500,0.0001000,0.3656884
7,6,1500,0.0001300,0.3647379
7,6,1500,0.0001600,0.3640370
7,6,1500,0.0001900,0.3634697
7,6,1500,0.0002200,0.3629853
7,6,1500,0.0002500,0.3625845
7,6,1500,0.0002800,0.3622410
7,6,1500,0.0003100,0.3619443
7,6,2000,0.0000100,0.6882212
7,6,2000,0.0000400,0.4135142
7,6,2000,0.0000700,0.3128161
7,6,2000,0.0001000,0.3646551
7,6,2000,0.0001300,0.3637737
7,6,2000,0.0001600,0.3630758
7,6,2000,0.0001900,0.3625326
7,6,2000,0.0002200,0.3620919
7,6,2000,0.0002500,0.3617157
7,6,2000,0.0002800,0.3613851
7,6,2000,0.0003100,0.3610743
7,6,3000,0.0000100,0.5845827
7,6,3000,0.0000400,0.3564699
7,6,3000,0.0000700,0.1943311
7,6,3000,0.0001000,0.3632865
7,6,3000,0.0001300,0.3624484
7,6,3000,0.0001600,0.3618267
7,6,3000,0.0001900,0.3613003
7,6,3000,0.0002200,0.3608868
7,6,3000,0.0002500,0.3605532
7,6,3000,0.0002800,0.3602628
7,6,3000,0.0003100,0.3600068
7,6,4000,0.0000100,0.5252317
7,6,4000,0.0000400,0.3015044
7,6,4000,0.0000700,0.1496865
7,6,4000,0.0001000,0.3623684
7,6,4000,0.0001300,0.3615693
7,6,4000,0.0001600,0.3609664
7,6,4000,0.0001900,0.3605126
7,6,4000,0.0002200,0.3601372
7,6,4000,0.0002500,0.3598218
7,6,4000,0.0002800,0.3595490
7,6,4000,0.0003100,0.3592898
7,6,5000,0.0000100,0.4862344
7,6,5000,0.0000400,0.2377338
7,6,5000,0.0000700,0.1392122
7,6,5000,0.0001000,0.3616889
7,6,5000,0.0001300,0.3609214
7,6,5000,0.0001600,0.3603763
7,6,5000,0.0001900,0.3599405
7,6,5000,0.0002200,0.3595861
7,6,5000,0.0002500,0.3592595
7,6,5000,0.0002800,0.3589739
7,6,5000,0.0003100,0.3587307
7,7,500,0.0000100,0.6440274
7,7,500,0.0000400,0.5488983
7,7,500,0.0000700,0.5348426
7,7,500,0.0001000,0.5294722
7,7,500,0.0001300,0.5273652
7,7,500,0.0001600,0.5008924
7,7,500,0.0001900,0.5000000
7,7,500,0.0002200,0.5000000
7,7,500,0.0002500,0.5000000
7,7,500,0.0002800,0.5000000
7,7,500,0.0003100,0.5000000
7,7,800,0.0000100,0.6054469
7,7,800,0.0000400,0.5361337
7,7,800,0.0000700,0.5271850
7,7,800,0.0001000,0.5244662
7,7,800,0.0001300,0.5232153
7,7,800,0.0001600,0.5008924
7,7,800,0.0001900,0.5000000
7,7,800,0.0002200,0.5000000
7,7,800,0.0002500,0.5000000
7,7,800,0.0002800,0.5000000
7,7,800,0.0003100,0.5000000
7,7,1000,0.0000100,0.5855268
7,7,1000,0.0000400,0.5316104
7,7,1000,0.0000700,0.5249308
7,7,1000,0.0001000,0.5231897
7,7,1000,0.0001300,0.5206436
7,7,1000,0.0001600,0.5008924
7,7,1000,0.0001900,0.5000000
7,7,1000,0.0002200,0.5000000
7,7,1000,0.0002500,0.5000000
7,7,1000,0.0002800,0.5000000
7,7,1000,0.0003100,0.5000000
7,7,1500,0.0000100,0.5599320
7,7,1500,0.0000400,0.5260756
7,7,1500,0.0000700,0.5224448
7,7,1500,0.0001000,0.5186818
7,7,1500,0.0001300,0.5167631
7,7,1500,0.0001600,0.5008924
7,7,1500,0.0001900,0.5000000
7,7,1500,0.0002200,0.5000000
7,7,1500,0.0002500,0.5000000
7,7,1500,0.0002800,0.5000000
7,7,1500,0.0003100,0.5000000
7,7,2000,0.0000100,0.5484962
7,7,2000,0.0000400,0.5234623
7,7,2000,0.0000700,0.5192005
7,7,2000,0.0001000,0.5159968
7,7,2000,0.0001300,0.5143411
7,7,2000,0.0001600,0.5008924
7,7,2000,0.0001900,0.5000000
7,7,2000,0.0002200,0.5000000
7,7,2000,0.0002500,0.5000000
7,7,2000,0.0002800,0.5000000
7,7,2000,0.0003100,0.5000000
7,7,3000,0.0000100,0.5371707
7,7,3000,0.0000400,0.5208026
7,7,3000,0.0000700,0.5152659
7,7,3000,0.0001000,0.5126665
7,7,3000,0.0001300,0.5112272
7,7,3000,0.0001600,0.5008924
7,7,3000,0.0001900,0.5000000
7,7,3000,0.0002200,0.5000000
7,7,3000,0.0002500,0.5000000
7,7,3000,0.0002800,0.5000000
7,7,3000,0.0003100,0.5000000
7,7,4000,0.0000100,0.5312716
7,7,4000,0.0000400,0.5174428
7,7,4000,0.0000700,0.5129007
7,7,4000,0.0001000,0.5106979
7,7,4000,0.0001300,0.5079963
7,7,4000,0.0001600,0.5008924
7,7,4000,0.0001900,0.5000000
7,7,4000,0.0002200,0.5000000
7,7,4000,0.0002500,0.5000000
7,7,4000,0.0002800,0.5000000
7,7,4000,0.0003100,0.5000000
7,7,5000,0.0000100,0.5279358
7,7,5000,0.0000400,0.5153994
7,7,5000,0.0000700,0.5110718
7,7,5000,0.0001000,0.5076274
7,7,5000,0.0001300,0.5062642
7,7,5000,0.0001600,0.5008924
7,7,5000,0.0001900,0.5000000
7,7,5000,0.0002200,0.5000000
7,7,5000,0.0002500,0.5000000
7,7,5000,0.0002800,0.5000000
7,7,5000,0.0003100,0.5000000
7,8,500,0.0000100,0.7464675
7,8,500,0.0000400,0.5029015
7,8,500,0.0000700,0.4049455
7,8,500,0.0001000,0.3807098
7,8,500,0.0001300,0.3745520
7,8,500,0.0001600,0.3712559
7,8,500,0.0001900,0.3710926
7,8,500,0.0002200,0.3715624
7,8,500,0.0002500,0.3753009
7,8,500,0.0002800,0.5006509
7,8,500,0.0003100,0.6365135
7,8,800,0.0000100,0.6982712
7,8,800,0.0000400,0.4222609
7,8,800,0.0000700,0.3771210
7,8,800,0.0001000,0.3708987
7,8,800,0.0001300,0.3688908
7,8,800,0.0001600,0.3678519
7,8,800,0.0001900,0.3670726
7,8,800,0.0002200,0.3666218
7,8,800,0.0002500,0.3661443
7,8,800,0.0002800,0.3703774
7,8,800,0.0003100,0.6328020
7,8,1000,0.0000100,0.6590306
7,8,1000,0.0000400,0.3992380
7,8,1000,0.0000700,0.3724770
7,8,1000,0.0001000,0.3691571
7,8,1000,0.0001300,0.3678326
7,8,1000,0.0001600,0.3669550
7,8,1000,0.0001900,0.3663754
7,8,1000,0.0002200,0.3658778
7,8,1000,0.0002500,0.3653029
7,8,1000,0.0002800,0.3656784
7,8,1000,0.0003100,0.6294715
7,8,1500,0.0000100,0.5649268
7,8,1500,0.0000400,0.3852644
7,8,1500,0.0000700,0.3689596
7,8,1500,0.0001000,0.3673022
7,8,1500,0.0001300,0.3664095
7,8,1500,0.0001600,0.3656107
7,8,1500,0.0001900,0.3649030
7,8,1500,0.0002200,0.3645139
7,8,1500,0.0002500,0.3637672
7,8,1500,0.0002800,0.3638653
7,8,1500,0.0003100,0.6177763
7,8,2000,0.0000100,0.5019738
7,8,2000,0.0000400,0.3808310
7,8,2000,0.0000700,0.3676503
7,8,2000,0.0001000,0.3663527
7,8,2000,0.0001300,0.3653116
7,8,2000,0.0001600,0.3644973
7,8,2000,0.0001900,0.3642405
7,8,2000,0.0002200,0.3633897
7,8,2000,0.0002500,0.3638911
7,8,2000,0.0002800,0.3635688
7,8,2000,0.0003100,0.6075053
7,8,3000,0.0000100,0.4321307
7,8,3000,0.0000400,0.3781335
7,8,3000,0.0000700,0.3662263
7,8,3000,0.0001000,0.3647759
7,8,3000,0.0001300,0.3642078
7,8,3000,0.0001600,0.3646408
7,8,3000,0.0001900,0.3638939
7,8,3000,0.0002200,0.3622630
7,8,3000,0.0002500,0.3620351
7,8,3000,0.0002800,0.3622831
7,8,3000,0.0003100,0.6022862
7,8,4000,0.0000100,0.3996540
7,8,4000,0.0000400,0.3767373
7,8,4000,0.0000700,0.3650743
7,8,4000,0.0001000,0.3645077
7,8,4000,0.0001300,0.3641659
7,8,4000,0.0001600,0.3626720
7,8,4000,0.0001900,0.3617062
7,8,4000,0.0002200,0.3615984
7,8,4000,0.0002500,0.3615131
7,8,4000,0.0002800,0.3614531
7,8,4000,0.0003100,0.6013216
7,8,5000,0.0000100,0.3907883
7,8,5000,0.0000400,0.3758260
7,8,5000,0.0000700,0.3642922
7,8,5000,0.0001000,0.3643528
7,8,5000,0.0001300,0.3624254
7,8,5000,0.0001600,0.3615578
7,8,5000,0.0001900,0.3612493
7,8,5000,0.0002200,0.3613598
7,8,5000,0.0002500,0.3613102
7,8,5000,0.0002800,0.3613466
7,8,5000,0.0003100,0.6011067
8,5,500,0.0000100,0.6345592
8,5,500,0.0000400,0.4592320
8,5,500,0.0000700,0.3793926
8,5,500,0.0001000,0.6424610
8,5,500,0.0001300,0.6634829
8,5,500,0.0001600,0.6821761
8,5,500,0.0001900,0.6984857
8,5,500,0.0002200,0.7120984
8,5,500,0.0002500,0.7227774
8,5,500,0.0002800,0.6994248
8,5,500,0.0003100,0.7049567
8,5,800,0.0000100,0.6113196
8,5,800,0.0000400,0.3950068
8,5,800,0.0000700,0.3190381
8,5,800,0.0001000,0.6524721
8,5,800,0.0001300,0.6731428
8,5,800,0.0001600,0.6907775
8,5,800,0.0001900,0.7058711
8,5,800,0.0002200,0.7184280
8,5,800,0.0002500,0.7283288
8,5,800,0.0002800,0.7010984
8,5,800,0.0003100,0.7069636
8,5,1000,0.0000100,0.6050728
8,5,1000,0.0000400,0.3613455
8,5,1000,0.0000700,0.2930133
8,5,1000,0.0001000,0.6588065
8,5,1000,0.0001300,0.6789527
8,5,1000,0.0001600,0.6958991
8,5,1000,0.0001900,0.7102942
8,5,1000,0.0002200,0.7222531
8,5,1000,0.0002500,0.7317103
8,5,1000,0.0002800,0.7023052
8,5,1000,0.0003100,0.7083644
8,5,1500,0.0000100,0.5877999
8,5,1500,0.0000400,0.3023824
8,5,1500,0.0000700,0.2679039
8,5,1500,0.0001000,0.6726536
8,5,1500,0.0001300,0.6914953
8,5,1500,0.0001600,0.7069898
8,5,1500,0.0001900,0.7199610
8,5,1500,0.0002200,0.7307028
8,5,1500,0.0002500,0.7392498
8,5,1500,0.0002800,0.7055284
8,5,1500,0.0003100,0.7120323
8,5,2000,0.0000100,0.5761820
8,5,2000,0.0000400,0.2739647
8,5,2000,0.0000700,0.2566055
8,5,2000,0.0001000,0.6841606
8,5,2000,0.0001300,0.7018412
8,5,2000,0.0001600,0.7161954
8,5,2000,0.0001900,0.7280805
8,5,2000,0.0002200,0.7378949
8,5,2000,0.0002500,0.7565989
8,5,2000,0.0002800,0.7090253
8,5,2000,0.0003100,0.7159030
8,5,3000,0.0000100,0.5346061
8,5,3000,0.0000400,0.2512495
8,5,3000,0.0000700,0.2491914
8,5,3000,0.0001000,0.7019804
8,5,3000,0.0001300,0.7180579
8,5,3000,0.0001600,0.7307538
8,5,3000,0.0001900,0.7411040
8,5,3000,0.0002200,0.7496092
8,5,3000,0.0002500,0.7568516
8,5,3000,0.0002800,0.7166884
8,5,3000,0.0003100,0.7240478
8,5,4000,0.0000100,0.5132251
8,5,4000,0.0000400,0.2440864
8,5,4000,0.0000700,0.2478604
8,5,4000,0.0001000,0.7154587
8,5,4000,0.0001300,0.7303565
8,5,4000,0.0001600,0.7419158
8,5,4000,0.0001900,0.7512425
8,5,4000,0.0002200,0.7588764
8,5,4000,0.0002500,0.7645167
8,5,4000,0.0002800,0.7248399
8,5,4000,0.0003100,0.7322776
8,5,5000,0.0000100,0.4967559
8,5,5000,0.0000400,0.2421923
8,5,5000,0.0000700,0.2461677
8,5,5000,0.0001000,0.7260741
8,5,5000,0.0001300,0.7401378
8,5,5000,0.0001600,0.7508751
8,5,5000,0.0001900,0.7594763
8,5,5000,0.0002200,0.7638720
8,5,5000,0.0002500,0.7899672
8,5,5000,0.0002800,0.7324744
8,5,5000,0.0003100,0.7393612
8,6,500,0.0000100,0.5615772
8,6,500,0.0000400,0.4044408
8,6,500,0.0000700,0.2948556
8,6,500,0.0001000,0.6675620
8,6,500,0.0001300,0.6876080
8,6,500,0.0001600,0.7036235
8,6,500,0.0001900,0.7161696
8,6,500,0.0002200,0.6455593
8,6,500,0.0002500,0.6459917
8,6,500,0.0002800,0.6462888
8,6,500,0.0003100,0.6465283
8,6,800,0.0000100,0.5360539
8,6,800,0.0000400,0.3211070
8,6,800,0.0000700,0.2102168
8,6,800,0.0001000,0.6748986
8,6,800,0.0001300,0.6943964
8,6,800,0.0001600,0.7095346
8,6,800,0.0001900,0.7213764
8,6,800,0.0002200,0.6456812
8,6,800,0.0002500,0.6460458
8,6,800,0.0002800,0.6462987
8,6,800,0.0003100,0.6465030
8,6,1000,0.0000100,0.5142667
8,6,1000,0.0000400,0.2951384
8,6,1000,0.0000700,0.1810657
8,6,1000,0.0001000,0.6793566
8,6,1000,0.0001300,0.6985167
8,6,1000,0.0001600,0.7131412
8,6,1000,0.0001900,0.7245719
8,6,1000,0.0002200,0.6457432
8,6,1000,0.0002500,0.6460702
8,6,1000,0.0002800,0.6462978
8,6,1000,0.0003100,0.6464816
8,6,1500,0.0000100,0.4522911
8,6,1500,0.0000400,0.2384112
8,6,1500,0.0000700,0.1442645
8,6,1500,0.0001000,0.6892521
8,6,1500,0.0001300,0.7076561
8,6,1500,0.0001600,0.7211936
8,6,1500,0.0001900,0.7317577
8,6,1500,0.0002200,0.6458500
8,6,1500,0.0002500,0.6461013
8,6,1500,0.0002800,0.6462761
8,6,1500,0.0003100,0.6464164
8,6,2000,0.0000100,0.3970521
8,6,2000,0.0000400,0.1750572
8,6,2000,0.0000700,0.1254730
8,6,2000,0.0001000,0.6977081
8,6,2000,0.0001300,0.7154652
8,6,2000,0.0001600,0.7281330
8,6,2000,0.0001900,0.7380070
8,6,2000,0.0002200,0.6459078
8,6,2000,0.0002500,0.6461016
8,6,2000,0.0002800,0.6462344
8,6,2000,0.0003100,0.6463394
8,6,3000,0.0000100,0.3252367
8,6,3000,0.0000400,0.1151174
8,6,3000,0.0000700,0.1079402
8,6,3000,0.0001000,0.7114949
8,6,3000,0.0001300,0.7282127
8,6,3000,0.0001600,0.7395825
8,6,3000,0.0001900,0.7484318
8,6,3000,0.0002200,0.6459353
8,6,3000,0.0002500,0.6460455
8,6,3000,0.0002800,0.6461146
8,6,3000,0.0003100,0.6461646
8,6,4000,0.0000100,0.2917818
8,6,4000,0.0000400,0.1040412
8,6,4000,0.0000700,0.1025442
8,6,4000,0.0001000,0.7223682
8,6,4000,0.0001300,0.7382947
8,6,4000,0.0001600,0.7487471
8,6,4000,0.0001900,0.7568770
8,6,4000,0.0002200,0.6458949
8,6,4000,0.0002500,0.6459457
8,6,4000,0.0002800,0.6459673
8,6,4000,0.0003100,0.6459754
8,6,5000,0.0000100,0.2652404
8,6,5000,0.0000400,0.1029753
8,6,5000,0.0000700,0.0998456
8,6,5000,0.0001000,0.7312545
8,6,5000,0.0001300,0.7465622
8,6,5000,0.0001600,0.7563355
8,6,5000,0.0001900,0.7639361
8,6,5000,0.0002200,0.6458169
8,6,5000,0.0002500,0.6458221
8,6,5000,0.0002800,0.6458058
8,6,5000,0.0003100,0.6457800
8,7,500,0.0000100,0.2641435
8,7,500,0.0000400,0.1016888
8,7,500,0.0000700,0.0794091
8,7,500,0.0001000,0.0716669
8,7,500,0.0001300,0.3767833
8,7,500,0.0001600,0.3822714
8,7,500,0.0001900,0.3722229
8,7,500,0.0002200,0.3716506
8,7,500,0.0002500,0.3711089
8,7,500,0.0002800,0.5000000
8,7,500,0.0003100,0.5000000
8,7,800,0.0000100,0.1905602
8,7,800,0.0000400,0.0822499
8,7,800,0.0000700,0.0687037
8,7,800,0.0001000,0.0748916
8,7,800,0.0001300,0.3005118
8,7,800,0.0001600,0.2892345
8,7,800,0.0001900,0.3694073
8,7,800,0.0002200,0.3687402
8,7,800,0.0002500,0.3681916
8,7,800,0.0002800,0.5000000
8,7,800,0.0003100,0.5000000
8,7,1000,0.0000100,0.1631560
8,7,1000,0.0000400,0.0757363
8,7,1000,0.0000700,0.0671760
8,7,1000,0.0001000,0.0718450
8,7,1000,0.0001300,0.2790722
8,7,1000,0.0001600,0.2592107
8,7,1000,0.0001900,0.3681618
8,7,1000,0.0002200,0.3676027
8,7,1000,0.0002500,0.3672068
8,7,1000,0.0002800,0.5000000
8,7,1000,0.0003100,0.5000000
8,7,1500,0.0000100,0.1213825
8,7,1500,0.0000400,0.0681093
8,7,1500,0.0000700,0.0688654
8,7,1500,0.0001000,0.0735177
8,7,1500,0.0001300,0.2316708
8,7,1500,0.0001600,0.2299535
8,7,1500,0.0001900,0.3667860
8,7,1500,0.0002200,0.3667045
8,7,1500,0.0002500,0.3667845
8,7,1500,0.0002800,0.5000000
8,7,1500,0.0003100,0.5000000
8,7,2000,0.0000100,0.1015494
8,7,2000,0.0000400,0.0671056
8,7,2000,0.0000700,0.0742298
8,7,2000,0.0001000,0.0776244
8,7,2000,0.0001300,0.2227522
8,7,2000,0.0001600,0.2241765
8,7,2000,0.0001900,0.3668608
8,7,2000,0.0002200,0.3672045
8,7,2000,0.0002500,0.3676767
8,7,2000,0.0002800,0.5000000
8,7,2000,0.0003100,0.5000000
8,7,3000,0.0000100,0.0843831
8,7,3000,0.0000400,0.0709086
8,7,3000,0.0000700,0.0845168
8,7,3000,0.0001000,0.0854543
8,7,3000,0.0001300,0.2289999
8,7,3000,0.0001600,0.2303306
8,7,3000,0.0001900,0.3686109
8,7,3000,0.0002200,0.3702167
8,7,3000,0.0002500,0.3717789
8,7,3000,0.0002800,0.5000000
8,7,3000,0.0003100,0.5000000
8,7,4000,0.0000100,0.0757187
8,7,4000,0.0000400,0.0776007
8,7,4000,0.0000700,0.0904731
8,7,4000,0.0001000,0.0891273
8,7,4000,0.0001300,0.2316782
8,7,4000,0.0001600,0.2335686
8,7,4000,0.0001900,0.3722894
8,7,4000,0.0002200,0.3741568
8,7,4000,0.0002500,0.3758383
8,7,4000,0.0002800,0.5000000
8,7,4000,0.0003100,0.5000000
8,7,5000,0.0000100,0.0705715
8,7,5000,0.0000400,0.0832516
8,7,5000,0.0000700,0.0931944
8,7,5000,0.0001000,0.0898193
8,7,5000,0.0001300,0.2306770
8,7,5000,0.0001600,0.2344504
8,7,5000,0.0001900,0.3754243
8,7,5000,0.0002200,0.3773770
8,7,5000,0.0002500,0.3790177
8,7,5000,0.0002800,0.5000000
8,7,5000,0.0003100,0.5000000
8,8,500,0.0000100,0.2465679
8,8,500,0.0000400,0.1568545
8,8,500,0.0000700,0.1235334
8,8,500,0.0001000,0.1129995
8,8,500,0.0001300,0.1109822
8,8,500,0.0001600,0.1174419
8,8,500,0.0001900,0.2245960
8,8,500,0.0002200,0.2219050
8,8,500,0.0002500,0.2170092
8,8,500,0.0002800,0.2154486
8,8,500,0.0003100,0.3600245
8,8,800,0.0000100,0.2084415
8,8,800,0.0000400,0.1294292
8,8,800,0.0000700,0.0910793
8,8,800,0.0001000,0.0831936
8,8,800,0.0001300,0.0815176
8,8,800,0.0001600,0.0747934
8,8,800,0.0001900,0.2200229
8,8,800,0.0002200,0.2178658
8,8,800,0.0002500,0.2053074
8,8,800,0.0002800,0.2049226
8,8,800,0.0003100,0.3594724
8,8,1000,0.0000100,0.1928506
8,8,1000,0.0000400,0.1146175
8,8,1000,0.0000700,0.0788936
8,8,1000,0.0001000,0.0725004
8,8,1000,0.0001300,0.0683011
8,8,1000,0.0001600,0.0676377
8,8,1000,0.0001900,0.2178659
8,8,1000,0.0002200,0.2150383
8,8,1000,0.0002500,0.2030274
8,8,1000,0.0002800,0.2006466
8,8,1000,0.0003100,0.3592719
8,8,1500,0.0000100,0.1706317
8,8,1500,0.0000400,0.0867457
8,8,1500,0.0000700,0.0707771
8,8,1500,0.0001000,0.0758635
8,8,1500,0.0001300,0.0753415
8,8,1500,0.0001600,0.0735921
8,8,1500,0.0001900,0.2111591
8,8,1500,0.0002200,0.2081895
8,8,1500,0.0002500,0.2205935
8,8,1500,0.0002800,0.2001786
8,8,1500,0.0003100,0.3588744
8,8,2000,0.0000100,0.1568350
8,8,2000,0.0000400,0.0739923
8,8,2000,0.0000700,0.0763621
8,8,2000,0.0001000,0.0784826
8,8,2000,0.0001300,0.0731617
8,8,2000,0.0001600,0.0789053
8,8,2000,0.0001900,0.2211185
8,8,2000,0.0002200,0.2041629
8,8,2000,0.0002500,0.2213352
8,8,2000,0.0002800,0.2009430
8,8,2000,0.0003100,0.3585300
8,8,3000,0.0000100,0.1336227
8,8,3000,0.0000400,0.0717845
8,8,3000,0.0000700,0.0827561
8,8,3000,0.0001000,0.0820134
8,8,3000,0.0001300,0.0846812
8,8,3000,0.0001600,0.0977195
8,8,3000,0.0001900,0.2134987
8,8,3000,0.0002200,0.2096634
8,8,3000,0.0002500,0.2030900
8,8,3000,0.0002800,0.2060324
8,8,3000,0.0003100,0.3579435
8,8,4000,0.0000100,0.1145614
8,8,4000,0.0000400,0.0789716
8,8,4000,0.0000700,0.0851045
8,8,4000,0.0001000,0.0830965
8,8,4000,0.0001300,0.0866041
8,8,4000,0.0001600,0.0970483
8,8,4000,0.0001900,0.2189198
8,8,4000,0.0002200,0.2106860
8,8,4000,0.0002500,0.2043387
8,8,4000,0.0002800,0.2159803
8,8,4000,0.0003100,0.3574609
8,8,5000,0.0000100,0.0987200
8,8,5000,0.0000400,0.0823833
8,8,5000,0.0000700,0.0869482
8,8,5000,0.0001000,0.0846815
8,8,5000,0.0001300,0.0905638
8,8,5000,0.0001600,0.0983100
8,8,5000,0.0001900,0.2225690
8,8,5000,0.0002200,0.2127650
8,8,5000,0.0002500,0.2053472
8,8,5000,0.0002800,0.2203868
8,8,5000,0.0003100,0.3570562